name,url,year,prize,desc
Jacinto Benavente,https://www.nobelprize.org/prizes/literature/1922/benavente/facts/,1922,The Nobel Prize in Literature,“for the happy manner in which he has continued the illustrious traditions of the Spanish drama”
Fridtjof Nansen,https://www.nobelprize.org/prizes/peace/1922/nansen/facts/,1922,The Nobel Peace Prize,"“for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees”"
Albert Einstein,https://www.nobelprize.org/prizes/physics/1921/einstein/facts/,1921,The Nobel Prize in Physics,"“for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect”"
Frederick Soddy,https://www.nobelprize.org/prizes/chemistry/1921/soddy/facts/,1921,The Nobel Prize in Chemistry,"“for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes”"
Anatole France,https://www.nobelprize.org/prizes/literature/1921/france/facts/,1921,The Nobel Prize in Literature,"“in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament”"
Hjalmar Branting,https://www.nobelprize.org/prizes/peace/1921/branting/facts/,1921,The Nobel Peace Prize,“for their lifelong contributions to the cause of peace and organized internationalism”
Christian Lange,https://www.nobelprize.org/prizes/peace/1921/lange/facts/,1921,The Nobel Peace Prize,“for their lifelong contributions to the cause of peace and organized internationalism”
Charles Edouard Guillaume,https://www.nobelprize.org/prizes/physics/1920/guillaume/facts/,1920,The Nobel Prize in Physics,“in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys”
Walther Nernst,https://www.nobelprize.org/prizes/chemistry/1920/nernst/facts/,1920,The Nobel Prize in Chemistry,“in recognition of his work in thermochemistry”
August Krogh,https://www.nobelprize.org/prizes/medicine/1920/krogh/facts/,1920,The Nobel Prize in Physiology or Medicine,“for his discovery of the capillary motor regulating mechanism”
Knut Hamsun,https://www.nobelprize.org/prizes/literature/1920/hamsun/facts/,1920,The Nobel Prize in Literature,"“for his monumental work, Growth of the Soil”"
Léon Bourgeois,https://www.nobelprize.org/prizes/peace/1920/bourgeois/facts/,1920,The Nobel Peace Prize,“for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations”
Johannes Stark,https://www.nobelprize.org/prizes/physics/1919/stark/facts/,1919,The Nobel Prize in Physics,“for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields”
Jules Bordet,https://www.nobelprize.org/prizes/medicine/1919/bordet/facts/,1919,The Nobel Prize in Physiology or Medicine,“for his discoveries relating to immunity”
Carl Spitteler,https://www.nobelprize.org/prizes/literature/1919/spitteler/facts/,1919,The Nobel Prize in Literature,"“in special appreciation of his epic, Olympian Spring”"
Woodrow Wilson,https://www.nobelprize.org/prizes/peace/1919/wilson/facts/,1919,The Nobel Peace Prize,“for his role as founder of the League of Nations”
Max Planck,https://www.nobelprize.org/prizes/physics/1918/planck/facts/,1918,The Nobel Prize in Physics,“in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta”
Fritz Haber,https://www.nobelprize.org/prizes/chemistry/1918/haber/facts/,1918,The Nobel Prize in Chemistry,“for the synthesis of ammonia from its elements”
Charles Glover Barkla,https://www.nobelprize.org/prizes/physics/1917/barkla/facts/,1917,The Nobel Prize in Physics,“for his discovery of the characteristic Röntgen radiation of the elements”
Karl Gjellerup,https://www.nobelprize.org/prizes/literature/1917/gjellerup/facts/,1917,The Nobel Prize in Literature,"“for his varied and rich poetry, which is inspired by lofty ideals”"
Henrik Pontoppidan,https://www.nobelprize.org/prizes/literature/1917/pontoppidan/facts/,1917,The Nobel Prize in Literature,"“for his varied and rich poetry, which is inspired by lofty ideals”"
International Committee of the Red Cross,https://www.nobelprize.org/prizes/peace/1917/red-cross/facts/,1917,The Nobel Peace Prize,“for the efforts to take care of wounded soldiers and prisoners of war and their families”
Verner von Heidenstam,https://www.nobelprize.org/prizes/literature/1916/heidenstam/facts/,1916,The Nobel Prize in Literature,“in recognition of his significance as the leading representative of a new era in our literature”
William Bragg,https://www.nobelprize.org/prizes/physics/1915/wh-bragg/facts/,1915,The Nobel Prize in Physics,“for their services in the analysis of crystal structure by means of X-rays”
Lawrence Bragg,https://www.nobelprize.org/prizes/physics/1915/wl-bragg/facts/,1915,The Nobel Prize in Physics,“for their services in the analysis of crystal structure by means of X-rays”
Richard Willstätter,https://www.nobelprize.org/prizes/chemistry/1915/willstatter/facts/,1915,The Nobel Prize in Chemistry,"“for his researches on plant pigments, especially chlorophyll”"
Romain Rolland,https://www.nobelprize.org/prizes/literature/1915/rolland/facts/,1915,The Nobel Prize in Literature,“as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings”
Max von Laue,https://www.nobelprize.org/prizes/physics/1914/laue/facts/,1914,The Nobel Prize in Physics,“for his discovery of the diffraction of X-rays by crystals”
Theodore W. Richards,https://www.nobelprize.org/prizes/chemistry/1914/richards/facts/,1914,The Nobel Prize in Chemistry,“in recognition of his accurate determinations of the atomic weight of a large number of chemical elements”
Robert Bárány,https://www.nobelprize.org/prizes/medicine/1914/barany/facts/,1914,The Nobel Prize in Physiology or Medicine,“for his work on the physiology and pathology of the vestibular apparatus”
Heike Kamerlingh Onnes,https://www.nobelprize.org/prizes/physics/1913/onnes/facts/,1913,The Nobel Prize in Physics,"“for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium”"
Alfred Werner,https://www.nobelprize.org/prizes/chemistry/1913/werner/facts/,1913,The Nobel Prize in Chemistry,“in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry”
Charles Richet,https://www.nobelprize.org/prizes/medicine/1913/richet/facts/,1913,The Nobel Prize in Physiology or Medicine,“in recognition of his work on anaphylaxis”
Rabindranath Tagore,https://www.nobelprize.org/prizes/literature/1913/tagore/facts/,1913,The Nobel Prize in Literature,"“because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West”"
Henri La Fontaine,https://www.nobelprize.org/prizes/peace/1913/fontaine/facts/,1913,The Nobel Peace Prize,“for his unparalleled contribution to the organization of peaceful internationalism”
Gustaf Dalén,https://www.nobelprize.org/prizes/physics/1912/dalen/facts/,1912,The Nobel Prize in Physics,“for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys”
Victor Grignard,https://www.nobelprize.org/prizes/chemistry/1912/grignard/facts/,1912,The Nobel Prize in Chemistry,"“for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry”"
Paul Sabatier,https://www.nobelprize.org/prizes/chemistry/1912/sabatier/facts/,1912,The Nobel Prize in Chemistry,"“for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry”"
Alexis Carrel,https://www.nobelprize.org/prizes/medicine/1912/carrel/facts/,1912,The Nobel Prize in Physiology or Medicine,“in recognition of his work on vascular suture and the transplantation of blood vessels and organs”
Gerhart Hauptmann,https://www.nobelprize.org/prizes/literature/1912/hauptmann/facts/,1912,The Nobel Prize in Literature,"“primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art”"
Elihu Root,https://www.nobelprize.org/prizes/peace/1912/root/facts/,1912,The Nobel Peace Prize,“for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries”
Wilhelm Wien,https://www.nobelprize.org/prizes/physics/1911/wien/facts/,1911,The Nobel Prize in Physics,“for his discoveries regarding the laws governing the radiation of heat”
Marie Curie,https://www.nobelprize.org/prizes/chemistry/1911/marie-curie/facts/,1911,The Nobel Prize in Chemistry,"“in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element”"
Allvar Gullstrand,https://www.nobelprize.org/prizes/medicine/1911/gullstrand/facts/,1911,The Nobel Prize in Physiology or Medicine,“for his work on the dioptrics of the eye”
Maurice Maeterlinck,https://www.nobelprize.org/prizes/literature/1911/maeterlinck/facts/,1911,The Nobel Prize in Literature,"“in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations”"
Tobias Asser,https://www.nobelprize.org/prizes/peace/1911/asser/facts/,1911,The Nobel Peace Prize,"“for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations”"
Alfred Fried,https://www.nobelprize.org/prizes/peace/1911/fried/facts/,1911,The Nobel Peace Prize,"“for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations”"
Johannes Diderik van der Waals,https://www.nobelprize.org/prizes/physics/1910/waals/facts/,1910,The Nobel Prize in Physics,“for his work on the equation of state for gases and liquids”
Otto Wallach,https://www.nobelprize.org/prizes/chemistry/1910/wallach/facts/,1910,The Nobel Prize in Chemistry,“in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds”
Albrecht Kossel,https://www.nobelprize.org/prizes/medicine/1910/kossel/facts/,1910,The Nobel Prize in Physiology or Medicine,"“in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances”"
